eleve_id,niveau_actuel,notes_n2,notes_n1,notes_actuelle,annee_partielle,tendance_notes,serie,riasec_R,riasec_I,riasec_A,riasec_S,riasec_E,riasec_C,moyenne_generale,filiere_choisie,score_60_40,match_riasec,ecart_notes_seuil,nb_consultations,en_favori,score_similarite_recherche,statut,satisfaction
445,LYCEE_TLE,11.47,11.92,11.31,False,-0.082,A,0.961,0.562,0.781,1.0,0.021,0.999,11.57,Lettres,0.738,0.792,1.57,3,False,0.726,ADMIS,5
446,LYCEE_TLE,12.31,12.27,14.29,False,0.988,C,0.064,0.712,0.274,0.301,1.0,0.388,12.96,Gestion_Commerce,0.861,0.904,2.96,2,True,0.647,ADMIS,4
447,BAC_3,14.14,16.68,15.22,False,0.54,B,0.427,0.751,0.049,0.784,0.005,1.0,15.35,Droit,0.836,0.837,3.35,9,False,0.693,ADMIS,3
448,LYCEE_2ND,12.22,13.97,11.78,False,-0.22,NA,0.855,0.361,1.0,0.645,0.029,0.785,12.66,Droit,0.0,0.673,0.66,9,False,0.693,ADMIS,5
449,LYCEE_TLE,16.52,14.92,13.74,False,-1.387,B,1.0,0.95,0.352,0.262,0.812,0.426,15.06,Gestion_Commerce,0.826,0.711,5.06,8,False,0.715,ADMIS,4
450,BAC_2,11.23,11.79,9.65,True,-0.787,D,0.644,0.977,0.093,1.0,0.106,0.364,10.89,Agronomie,0.716,0.866,-0.11,8,False,0.789,ADMIS,4
451,BAC_2,10.53,9.34,8.39,True,-1.072,A,0.716,0.72,1.0,0.953,0.794,0.441,9.42,Communication,0.739,0.938,-0.58,4,False,0.605,ADMIS,4
452,LYCEE_2ND,13.55,10.83,10.96,False,-1.295,NA,0.772,0.582,0.639,1.0,0.357,0.821,11.78,Genie_Civil,0.0,0.803,-1.22,2,False,0.278,ADMIS,3
453,BAC_1,13.36,14.3,14.24,False,0.438,C,0.895,0.077,1.0,0.034,0.212,0.723,13.97,Lettres,0.768,0.682,3.97,11,False,0.853,ADMIS,5
454,BAC_2,11.92,10.62,7.62,False,-2.148,C,0.529,0.211,0.003,0.693,0.71,1.0,10.06,Gestion_Commerce,0.736,0.89,0.06,7,False,0.841,ADMIS,4
455,BAC_2,14.08,12.3,14.16,False,0.038,C,1.0,0.724,0.432,0.979,0.913,0.754,13.51,Agronomie,0.86,0.932,2.51,11,False,0.682,ADMIS,4
456,COLLEGE,11.97,10.91,9.67,False,-1.148,NA,0.664,0.297,0.257,1.0,0.179,0.033,10.85,Informatique,0.0,0.603,-1.15,0,False,0.438,ADMIS,5
457,LYCEE_TLE,10.27,8.98,9.33,False,-0.47,B,0.772,0.964,1.0,0.933,0.589,0.875,9.52,Lettres,0.725,0.906,-0.48,9,True,0.804,ADMIS,5
458,LYCEE_1ERE,15.05,16.24,12.62,True,-1.216,G,1.0,0.303,0.127,0.277,0.344,0.154,14.64,Lettres,0.657,0.452,4.64,11,False,0.85,ADMIS,3
459,BAC_3,11.18,9.43,9.97,False,-0.604,D,0.588,0.059,0.035,0.173,0.746,1.0,10.19,Gestion_Commerce,0.721,0.855,0.19,5,False,0.75,ADMIS,4
460,LYCEE_TLE,14.93,15.74,13.89,False,-0.518,D,0.694,0.29,0.63,0.625,1.0,0.526,14.85,Gestion_Commerce,0.928,0.89,4.85,6,False,0.777,ADMIS,5
461,LYCEE_1ERE,9.42,10.27,8.95,False,-0.234,A,0.698,0.098,0.927,0.908,0.09,1.0,9.55,Lettres,0.649,0.778,-0.45,10,False,0.673,ADMIS,4
462,LYCEE_TLE,16.16,16.16,14.61,False,-0.775,D,0.446,0.443,0.165,1.0,0.233,0.422,15.64,Gestion_Commerce,0.803,0.671,5.64,9,False,0.607,ADMIS,5
463,LYCEE_TLE,9.51,13.7,12.83,False,1.66,D,1.0,0.836,0.8,0.354,0.12,0.957,12.02,Lettres,0.753,0.787,2.02,5,False,0.694,ADMIS,4
464,BAC_1,14.17,13.63,11.54,False,-1.314,C,0.311,0.414,0.721,1.0,0.729,0.725,13.11,Communication,0.88,0.926,3.11,6,False,0.618,ADMIS,3
465,LYCEE_TLE,14.76,12.35,17.6,True,1.419,C,0.509,1.0,0.624,0.201,0.995,0.869,14.9,Gestion_Commerce,0.905,0.848,4.9,6,False,0.805,ADMIS,5
466,LYCEE_1ERE,9.65,7.83,10.84,False,0.596,D,0.588,0.136,0.164,0.367,1.0,0.951,9.44,Lettres,0.473,0.492,-0.56,5,False,0.681,ADMIS,4
467,BAC_2,10.05,13.92,14.73,True,2.341,D,0.222,0.986,0.962,0.63,1.0,0.511,12.9,Communication,0.87,0.924,2.9,6,True,0.826,ADMIS,2
468,BAC_1,7.98,8.55,11.12,False,1.57,G,0.199,1.0,0.076,0.592,0.628,0.243,9.21,Droit,0.602,0.856,-2.79,6,True,0.517,REORIENTE,1
469,LYCEE_1ERE,10.79,10.16,11.11,False,0.159,D,0.341,0.019,1.0,0.474,0.088,0.674,10.68,Lettres,0.729,0.836,0.68,3,False,0.763,REORIENTE,2
470,LYCEE_1ERE,15.01,15.86,14.49,True,-0.258,D,0.441,0.39,0.21,1.0,0.834,0.392,15.12,Lettres,0.802,0.67,5.12,8,False,1.0,ADMIS,4
471,LYCEE_1ERE,14.58,15.69,12.58,False,-1.004,A,0.135,0.57,0.408,1.0,0.825,0.15,14.28,Lettres,0.834,0.771,4.28,8,False,0.87,ADMIS,4
472,BAC_1,9.31,9.12,7.82,False,-0.749,D,1.0,0.954,0.117,0.386,0.541,0.964,8.75,Agronomie,0.685,0.958,-2.25,6,False,0.832,REORIENTE,1
473,LYCEE_TLE,15.2,12.79,12.9,False,-1.152,C,0.723,1.0,0.841,0.255,0.763,0.716,13.63,Lettres,0.847,0.837,3.63,5,False,0.675,ADMIS,4
474,BAC_3,9.86,9.74,8.42,False,-0.718,D,0.079,0.614,0.108,1.0,0.681,0.585,9.34,Gestion_Commerce,0.688,0.858,-0.66,8,False,0.828,ADMIS,3
475,BAC_1,10.98,14.74,15.06,False,2.038,G,0.005,0.285,0.923,1.0,0.612,0.05,13.59,Communication,0.926,0.971,3.59,4,False,0.918,ADMIS,5
476,BAC_3,13.41,11.99,14.17,True,0.376,D,0.304,1.0,0.688,0.91,0.006,0.554,13.19,Lettres,0.875,0.912,3.19,8,True,0.75,ADMIS,4
477,LYCEE_1ERE,13.67,14.1,14.98,False,0.655,E,0.027,0.918,0.906,1.0,0.101,0.121,14.25,Lettres,0.934,0.94,4.25,11,False,0.738,ADMIS,5
478,LYCEE_1ERE,12.99,11.88,14.72,False,0.868,A,0.771,0.796,1.0,0.938,0.436,0.134,13.2,Lettres,0.869,0.902,3.2,11,False,0.723,ADMIS,4
479,BAC_3,13.98,13.72,13.01,False,-0.488,A,0.433,0.674,0.78,0.758,1.0,0.727,13.57,Communication,0.89,0.912,3.57,11,True,0.789,ADMIS,4
480,LYCEE_TLE,12.68,12.78,11.74,True,-0.471,A,0.549,0.776,0.988,0.91,0.089,1.0,12.4,Lettres,0.84,0.907,2.4,3,False,0.734,ADMIS,4
481,BAC_1,12.86,12.43,10.12,True,-1.371,D,0.306,0.06,0.17,1.0,0.641,0.854,11.81,Gestion_Commerce,0.796,0.873,1.81,2,True,0.552,ADMIS,3
482,BAC_2,15.51,14.9,19.0,True,1.747,C,0.024,0.736,0.402,1.0,0.415,0.695,16.47,Droit,0.935,0.928,4.47,4,True,0.656,ADMIS,4
483,LYCEE_TLE,11.01,16.87,12.34,False,0.662,C,0.311,0.56,0.741,0.101,1.0,0.782,13.41,Gestion_Commerce,0.869,0.888,3.41,8,False,0.724,ADMIS,4
484,BAC_1,10.56,12.15,10.16,False,-0.204,G,0.306,1.0,0.348,0.743,0.403,0.09,10.96,Lettres,0.729,0.819,0.96,6,False,0.873,ADMIS,5
485,BAC_1,18.04,15.44,16.56,True,-0.739,E,0.884,0.595,0.08,1.0,0.976,0.163,16.68,Agronomie,0.927,0.878,5.68,11,False,0.721,ADMIS,3
486,LYCEE_1ERE,9.49,10.62,9.52,False,0.013,C,1.0,0.978,0.076,0.721,0.169,0.233,9.88,Lettres,0.561,0.61,-0.12,5,False,0.874,REORIENTE,3
487,BAC_2,15.95,14.75,16.8,False,0.425,D,0.473,0.015,0.353,0.924,0.171,1.0,15.83,Droit,0.825,0.787,3.83,4,False,0.884,ADMIS,5
488,BAC_1,12.01,10.18,10.02,False,-0.995,A,0.656,1.0,0.393,0.356,0.03,0.061,10.74,Informatique,0.688,0.898,-1.26,9,False,0.779,REORIENTE,4
489,LYCEE_1ERE,16.41,13.88,15.3,False,-0.552,B,1.0,0.558,0.98,0.793,0.234,0.423,15.2,Lettres,0.912,0.853,5.2,3,True,0.735,ADMIS,4
490,LYCEE_1ERE,16.14,17.0,14.19,True,-0.978,A,0.271,0.55,0.535,0.131,0.614,1.0,15.78,Lettres,0.845,0.741,5.78,4,False,0.675,ADMIS,4
491,BAC_2,11.19,12.31,12.86,False,0.837,D,0.617,1.0,0.559,0.356,0.579,0.029,12.12,Agronomie,0.762,0.861,1.12,4,True,0.725,ADMIS,5
492,COLLEGE,12.53,13.33,10.45,False,-1.036,NA,0.957,1.0,0.519,0.022,0.625,0.34,12.1,Informatique,0.0,0.968,0.1,1,False,0.57,ADMIS,4
493,BAC_2,15.1,15.17,12.77,True,-1.165,A,0.299,0.776,0.877,1.0,0.512,0.433,14.35,Communication,0.943,0.948,4.35,11,True,0.946,ADMIS,3
494,BAC_1,13.58,12.65,13.46,True,-0.062,D,0.654,0.434,0.076,0.172,0.654,1.0,13.23,Agronomie,0.796,0.845,2.23,11,True,0.874,ADMIS,4
495,COLLEGE,14.9,14.44,16.22,False,0.663,NA,0.453,1.0,0.56,0.604,0.752,0.525,15.19,Informatique,0.0,0.874,3.19,1,False,0.236,ADMIS,5
496,LYCEE_1ERE,10.29,9.92,10.85,False,0.281,E,0.754,0.2,0.567,0.807,1.0,0.189,10.35,Lettres,0.62,0.676,0.35,9,False,0.858,REORIENTE,3
497,BAC_2,14.24,13.07,15.5,True,0.633,D,0.625,1.0,0.013,0.728,0.483,0.228,14.27,Agronomie,0.879,0.914,3.27,4,True,0.762,ADMIS,4
498,BAC_1,11.62,15.18,16.57,False,2.476,C,0.644,0.372,0.709,0.977,0.26,1.0,14.45,Communication,0.86,0.802,4.45,11,True,0.718,ADMIS,3
499,LYCEE_TLE,14.93,16.64,15.15,True,0.109,E,0.063,0.851,0.104,1.0,0.238,0.867,15.57,Lettres,0.827,0.711,5.57,5,False,0.722,ADMIS,5
500,LYCEE_TLE,15.78,15.51,16.23,True,0.225,C,0.819,0.286,0.006,0.02,1.0,0.572,15.84,Gestion_Commerce,0.886,0.81,5.84,10,False,0.609,ADMIS,3
501,LYCEE_1ERE,10.67,16.64,12.74,False,1.036,G,1.0,0.462,0.405,0.08,0.786,0.164,13.35,Lettres,0.667,0.556,3.35,2,False,0.754,ADMIS,4
502,LYCEE_1ERE,13.54,12.2,10.31,True,-1.615,C,0.433,0.642,0.302,0.606,1.0,0.467,12.02,Lettres,0.709,0.713,2.02,4,True,0.728,ADMIS,4
503,LYCEE_TLE,9.74,11.45,9.81,False,0.036,D,0.171,1.0,0.174,0.83,0.213,0.783,10.33,Lettres,0.667,0.757,0.33,2,False,0.716,ADMIS,3
504,BAC_2,13.08,12.37,13.95,True,0.433,A,0.441,0.854,0.578,0.815,0.396,1.0,13.13,Lettres,0.835,0.85,3.13,8,False,0.923,ADMIS,4
505,BAC_3,9.75,11.8,10.34,False,0.296,B,0.897,0.805,0.604,1.0,0.005,0.707,10.63,Agronomie,0.709,0.872,-0.37,8,False,0.747,ADMIS,4
506,BAC_1,11.22,11.0,10.15,False,-0.535,C,0.64,0.377,0.259,1.0,1.0,0.535,10.79,Gestion_Commerce,0.767,0.892,0.79,4,False,0.895,ADMIS,5
507,BAC_3,11.43,12.23,12.84,False,0.707,C,0.714,1.0,0.824,0.649,0.54,0.99,12.17,Lettres,0.809,0.871,2.17,10,False,0.984,ADMIS,5
508,BAC_1,11.52,15.93,11.91,False,0.199,C,0.165,0.095,0.743,0.693,1.0,0.367,13.12,Gestion_Commerce,0.861,0.894,3.12,10,False,0.618,ADMIS,5
509,BAC_1,10.0,13.68,13.02,True,1.512,C,1.0,0.236,0.937,0.437,0.001,0.558,12.23,Lettres,0.742,0.754,2.23,10,False,0.912,ADMIS,5
510,BAC_1,13.28,14.48,14.67,False,0.695,G,0.275,0.746,1.0,0.376,0.405,0.472,14.14,Lettres,0.949,0.973,4.14,2,False,0.709,ADMIS,4
511,LYCEE_1ERE,15.26,13.57,14.21,False,-0.522,D,0.119,0.475,0.632,0.884,0.768,1.0,14.35,Lettres,0.862,0.813,4.35,5,False,0.691,ADMIS,4
512,BAC_1,8.96,10.93,13.23,False,2.135,G,0.098,0.931,0.329,0.95,0.998,1.0,11.04,Gestion_Commerce,0.788,0.911,1.04,6,False,0.709,ADMIS,3
513,BAC_2,16.41,16.54,17.98,True,0.789,E,0.486,0.362,0.608,1.0,0.765,0.168,16.98,Communication,0.951,0.918,6.98,5,True,0.64,ADMIS,4
514,LYCEE_TLE,10.45,11.97,11.16,False,0.355,C,0.748,0.869,0.158,1.0,0.515,0.885,11.2,Gestion_Commerce,0.706,0.764,1.2,11,False,0.682,ADMIS,4
515,LYCEE_TLE,9.22,10.97,10.71,False,0.742,C,0.696,0.404,0.971,0.91,1.0,0.796,10.3,Communication,0.761,0.915,0.3,9,True,0.669,REORIENTE,1
516,BAC_3,14.98,14.6,15.22,False,0.122,C,1.0,0.958,0.274,0.348,0.831,0.2,14.93,Agronomie,0.928,0.951,3.93,2,False,0.71,ADMIS,4
517,LYCEE_TLE,14.64,14.95,11.85,False,-1.396,A,0.801,0.358,1.0,0.266,0.487,0.313,13.81,Lettres,0.847,0.825,3.81,6,True,0.746,ADMIS,4
518,COLLEGE,10.58,10.12,12.27,True,0.843,NA,0.36,0.696,0.233,1.0,0.441,0.022,10.99,Communication,0.0,0.78,0.99,6,True,0.572,ADMIS,3
519,LYCEE_TLE,15.51,16.78,13.74,False,-0.885,G,0.369,0.967,1.0,0.118,0.28,0.259,15.34,Lettres,0.95,0.917,5.34,7,False,0.612,ADMIS,3
520,BAC_1,11.27,14.0,10.88,True,-0.191,C,0.712,0.104,1.0,1.0,0.554,0.544,12.05,Communication,0.826,0.907,2.05,6,False,0.742,ADMIS,4
521,LYCEE_TLE,9.37,9.25,10.43,False,0.532,C,0.386,0.597,1.0,0.621,0.343,0.112,9.68,Lettres,0.765,0.963,-0.32,4,False,0.768,ADMIS,5
522,BAC_1,12.92,13.01,14.59,False,0.833,G,0.7,0.456,1.0,0.898,0.148,0.839,13.5,Lettres,0.868,0.879,3.5,4,False,0.821,ADMIS,5
523,LYCEE_TLE,16.88,16.21,17.04,False,0.08,A,0.378,1.0,0.823,0.295,0.889,0.875,16.71,Lettres,0.908,0.846,6.71,8,False,0.823,ADMIS,4
524,BAC_1,15.84,12.52,13.82,True,-1.008,C,0.747,0.632,0.561,0.712,0.094,1.0,14.06,Lettres,0.832,0.783,4.06,3,True,0.773,ADMIS,3
525,BAC_3,9.86,10.54,8.67,False,-0.594,D,0.772,0.461,1.0,0.622,0.366,0.011,9.69,Lettres,0.704,0.861,-0.31,11,False,0.804,REORIENTE,3
526,LYCEE_TLE,10.58,13.81,11.27,False,0.346,G,0.171,0.227,0.802,0.94,1.0,0.278,11.88,Communication,0.849,0.956,1.88,3,False,0.729,ADMIS,4
527,BAC_1,9.63,10.46,10.53,False,0.452,G,0.323,0.115,1.0,0.698,0.066,0.389,10.21,Communication,0.744,0.893,0.21,6,False,0.935,ADMIS,4
528,BAC_3,11.62,12.78,9.82,True,-0.898,E,0.981,1.0,0.114,0.835,0.838,0.268,11.41,Agronomie,0.786,0.95,0.41,3,True,0.724,ADMIS,3
529,BAC_1,17.24,15.17,14.28,False,-1.477,A,0.836,0.34,0.483,0.596,0.239,1.0,15.56,Agronomie,0.895,0.855,4.56,2,False,0.754,ADMIS,4
530,LYCEE_TLE,13.55,12.25,12.54,False,-0.504,G,0.88,0.498,0.141,0.354,0.843,1.0,12.78,Gestion_Commerce,0.821,0.849,2.78,10,False,0.859,ADMIS,4
531,LYCEE_1ERE,9.61,11.68,12.05,False,1.216,D,0.1,0.755,0.077,0.77,1.0,0.611,11.11,Lettres,0.636,0.652,1.11,9,False,0.837,ADMIS,4
532,COLLEGE,13.83,9.78,10.76,False,-1.536,NA,1.0,0.749,0.108,0.753,0.075,0.098,11.46,Communication,0.0,0.532,1.46,1,False,0.261,REORIENTE,3
533,LYCEE_2ND,14.2,11.99,12.84,False,-0.676,NA,0.676,0.877,0.127,1.0,0.46,0.818,13.01,Medecine,0.0,0.954,-1.99,0,False,0.453,REORIENTE,2
534,LYCEE_2ND,11.08,8.8,11.5,False,0.207,NA,0.221,0.172,0.534,0.082,0.349,1.0,10.46,Informatique,0.0,0.625,-1.54,0,False,0.523,REORIENTE,3
535,LYCEE_1ERE,13.62,15.04,13.2,False,-0.21,B,0.21,1.0,0.648,0.806,0.393,0.938,13.95,Lettres,0.891,0.888,3.95,2,False,0.767,ADMIS,5
536,LYCEE_1ERE,13.89,11.86,11.3,False,-1.292,B,0.793,0.193,0.499,1.0,0.782,0.564,12.35,Lettres,0.713,0.698,2.35,5,False,0.702,ADMIS,5
537,BAC_1,11.42,11.48,12.39,False,0.483,D,0.629,0.012,1.0,0.96,0.286,0.569,11.76,Communication,0.795,0.874,1.76,4,False,0.737,ADMIS,5
538,BAC_3,10.54,8.77,10.28,False,-0.132,D,0.327,0.132,0.765,1.0,0.729,0.394,9.86,Communication,0.762,0.947,-0.14,7,False,0.651,ADMIS,3
539,BAC_3,14.43,15.74,17.9,False,1.733,G,1.0,0.157,0.004,0.439,0.736,0.073,16.02,Agronomie,0.916,0.86,5.02,2,False,0.544,ADMIS,4
540,BAC_2,10.75,9.88,11.6,False,0.422,C,0.189,0.568,1.0,0.763,0.155,0.112,10.74,Lettres,0.812,0.971,0.74,4,False,0.764,ADMIS,5
541,BAC_2,14.31,12.92,9.74,False,-2.282,D,1.0,0.422,0.185,0.426,0.956,0.154,12.33,Agronomie,0.794,0.902,1.33,4,True,0.888,ADMIS,5
542,LYCEE_1ERE,10.26,12.66,14.89,True,2.313,C,0.886,0.686,1.0,0.79,0.648,0.567,12.6,Lettres,0.833,0.881,2.6,2,False,0.792,ADMIS,3
543,LYCEE_1ERE,9.64,10.99,10.03,False,0.194,A,0.575,1.0,0.507,0.962,0.08,0.588,10.22,Lettres,0.716,0.845,0.22,3,False,0.845,ADMIS,3
544,BAC_1,10.34,11.03,15.51,True,2.583,G,0.35,0.789,0.873,1.0,0.506,0.153,12.29,Communication,0.857,0.942,2.29,6,False,0.601,ADMIS,4
545,LYCEE_TLE,13.66,13.1,11.87,False,-0.895,C,0.602,0.439,0.969,0.79,1.0,0.947,12.87,Communication,0.856,0.902,2.87,3,True,0.617,ADMIS,4
546,BAC_2,13.52,10.89,12.55,False,-0.489,C,0.835,0.165,0.845,1.0,0.913,0.787,12.32,Communication,0.815,0.87,2.32,11,True,0.671,ADMIS,4
547,BAC_1,13.35,12.78,14.21,False,0.432,D,1.0,0.795,0.719,0.458,0.509,0.409,13.45,Agronomie,0.861,0.939,2.45,6,False,0.782,ADMIS,5
548,BAC_2,13.14,12.86,10.9,False,-1.123,B,0.724,1.0,0.928,0.144,0.503,0.599,12.3,Lettres,0.806,0.857,2.3,3,True,0.726,ADMIS,3
549,BAC_1,13.18,12.79,13.78,False,0.3,A,0.562,0.265,0.256,0.955,1.0,0.818,13.25,Gestion_Commerce,0.889,0.932,3.25,6,False,0.678,ADMIS,5
550,BAC_2,11.92,11.57,12.76,False,0.422,A,1.0,0.864,0.32,0.875,0.685,0.67,12.09,Agronomie,0.823,0.966,1.09,8,False,0.651,ADMIS,4
551,LYCEE_1ERE,10.8,8.32,11.37,False,0.288,G,0.449,0.202,1.0,0.028,0.501,0.833,10.16,Lettres,0.671,0.774,0.16,3,False,0.709,ADMIS,5
552,LYCEE_1ERE,10.51,12.37,14.49,False,1.989,C,0.016,1.0,0.902,0.035,0.064,0.878,12.46,Lettres,0.808,0.849,2.46,10,False,0.72,ADMIS,4
553,LYCEE_TLE,11.3,10.95,11.15,False,-0.079,D,1.0,0.535,0.291,0.663,0.565,0.495,11.13,Gestion_Commerce,0.682,0.728,1.13,11,False,0.831,ADMIS,4
554,BAC_2,6.0,6.0,6.0,False,0.0,G,0.545,0.192,0.887,0.949,0.819,1.0,6.0,Communication,0.57,0.883,-4.0,8,False,0.668,REORIENTE,3
555,LYCEE_2ND,16.05,15.77,12.73,True,-1.662,NA,0.346,1.0,0.243,0.806,0.186,0.68,14.85,Droit,0.0,0.872,2.85,2,False,0.756,ADMIS,5
556,LYCEE_TLE,11.72,14.28,12.31,False,0.296,A,0.479,0.689,1.0,0.757,0.541,0.829,12.77,Lettres,0.869,0.93,2.77,11,False,0.701,ADMIS,4
557,LYCEE_1ERE,13.73,12.29,11.98,False,-0.873,D,0.896,0.433,0.033,1.0,0.838,0.298,12.67,Lettres,0.634,0.545,2.67,6,False,0.859,ADMIS,4
558,BAC_1,11.98,12.98,11.0,True,-0.491,D,0.959,0.474,1.0,0.416,0.367,0.871,11.99,Lettres,0.768,0.815,1.99,11,True,0.888,ADMIS,3
559,LYCEE_1ERE,16.33,14.2,13.6,True,-1.364,D,0.853,0.879,0.971,0.098,1.0,0.22,14.71,Lettres,0.851,0.771,4.71,8,False,0.65,ADMIS,5
560,BAC_1,17.05,18.54,15.7,False,-0.671,D,0.325,0.27,1.0,0.981,0.531,0.958,17.1,Communication,0.945,0.909,7.1,8,False,0.809,ADMIS,3
561,LYCEE_2ND,12.28,13.72,12.46,False,0.086,NA,0.77,1.0,0.669,0.15,0.675,0.122,12.82,Agronomie,0.0,0.865,1.82,0,False,0.524,ADMIS,4
562,BAC_2,12.49,9.61,10.69,False,-0.9,E,0.567,0.853,1.0,0.807,0.633,0.072,10.93,Communication,0.794,0.928,0.93,10,True,0.695,ADMIS,5
563,BAC_1,11.57,10.15,9.15,True,-1.211,G,1.0,0.523,0.092,0.135,0.724,0.986,10.29,Gestion_Commerce,0.669,0.763,0.29,7,True,0.814,ADMIS,4
564,BAC_1,12.18,9.84,13.05,True,0.434,A,0.761,0.244,0.996,0.926,1.0,0.837,11.69,Communication,0.807,0.899,1.69,6,False,0.842,ADMIS,5
565,LYCEE_TLE,12.22,9.32,14.07,False,0.921,D,0.682,0.916,0.082,0.512,1.0,0.422,11.87,Gestion_Commerce,0.768,0.823,1.87,5,False,0.519,ADMIS,3
566,BAC_3,10.92,9.67,13.1,False,1.088,A,0.432,0.724,1.0,0.171,0.168,0.75,11.23,Lettres,0.791,0.903,1.23,4,False,0.799,ADMIS,5
567,BAC_1,15.14,14.86,12.92,True,-1.113,D,0.235,1.0,0.567,0.984,0.167,0.411,14.31,Lettres,0.909,0.895,4.31,5,False,1.0,ADMIS,4
568,BAC_2,11.29,14.17,13.69,False,1.2,C,1.0,0.712,0.787,0.986,0.249,0.59,13.05,Agronomie,0.815,0.889,2.05,6,False,0.775,ADMIS,5
569,BAC_2,13.34,14.09,11.87,False,-0.738,C,1.0,0.427,0.063,0.478,0.872,0.577,13.1,Gestion_Commerce,0.807,0.806,3.1,11,False,0.709,ADMIS,2
570,LYCEE_TLE,9.61,9.12,10.79,False,0.589,A,0.589,0.793,0.328,0.154,1.0,0.947,9.84,Gestion_Commerce,0.72,0.878,-0.16,3,False,0.714,ADMIS,4
571,BAC_1,10.77,12.86,9.67,False,-0.554,C,0.618,0.457,1.0,0.867,0.528,0.812,11.1,Communication,0.791,0.911,1.1,3,True,0.834,ADMIS,5
572,BAC_2,10.15,9.93,11.27,False,0.559,D,0.003,0.259,1.0,0.162,0.419,0.236,10.45,Communication,0.763,0.908,0.45,5,False,0.895,ADMIS,4
573,LYCEE_1ERE,13.5,14.47,13.76,False,0.127,G,0.23,0.035,0.284,0.514,0.408,1.0,13.91,Lettres,0.717,0.6,3.91,9,False,0.658,ADMIS,5
574,BAC_2,10.75,8.17,6.64,True,-2.059,G,0.618,1.0,0.251,0.07,0.859,0.5,8.52,Informatique,0.622,0.936,-3.48,2,True,0.884,ADMIS,5
575,LYCEE_1ERE,11.99,14.85,12.63,False,0.321,G,0.512,0.979,1.0,0.032,0.402,0.551,13.16,Lettres,0.854,0.879,3.16,3,False,0.826,ADMIS,5
576,BAC_1,12.9,11.86,12.29,False,-0.306,E,0.279,0.95,0.76,0.934,1.0,0.721,12.35,Communication,0.838,0.907,2.35,4,True,0.552,ADMIS,3
577,BAC_2,16.15,18.56,14.21,False,-0.971,E,0.788,0.99,0.576,0.098,0.978,1.0,16.31,Agronomie,0.92,0.866,5.31,7,False,0.584,ADMIS,5
578,LYCEE_1ERE,14.31,11.42,13.48,False,-0.416,C,0.992,0.077,0.12,1.0,0.794,0.763,13.07,Lettres,0.628,0.509,3.07,2,False,0.728,ADMIS,5
579,LYCEE_TLE,13.65,12.18,13.06,False,-0.297,D,0.525,0.583,0.032,0.062,0.419,1.0,12.96,Gestion_Commerce,0.761,0.737,2.96,7,False,0.649,ADMIS,3
580,BAC_1,11.41,14.22,10.8,True,-0.306,E,0.526,0.04,0.445,1.0,0.126,0.551,12.14,Communication,0.739,0.755,2.14,7,False,0.693,ADMIS,5
581,BAC_1,15.17,15.17,10.49,False,-2.343,G,0.311,0.297,0.359,0.247,0.532,1.0,13.61,Gestion_Commerce,0.868,0.873,3.61,4,True,0.701,ADMIS,5
582,BAC_2,17.11,19.0,17.04,False,-0.034,D,0.024,0.215,0.393,1.0,0.678,0.542,17.71,Droit,0.935,0.891,5.71,11,False,0.64,ADMIS,5
583,BAC_3,14.96,13.3,14.97,False,0.007,C,0.664,0.555,1.0,0.174,0.32,0.921,14.41,Lettres,0.878,0.837,4.41,10,True,0.769,ADMIS,3
584,COLLEGE,11.25,10.55,11.23,False,-0.007,NA,0.547,0.659,0.422,0.375,1.0,0.485,11.01,Lettres,0.0,0.722,1.01,10,True,0.769,ADMIS,4
585,LYCEE_TLE,12.59,11.28,15.03,False,1.217,C,0.992,0.179,0.148,0.142,1.0,0.16,12.97,Gestion_Commerce,0.743,0.708,2.97,11,True,0.812,ADMIS,3
586,BAC_2,12.14,9.98,10.94,False,-0.601,C,0.791,0.685,0.579,1.0,0.473,0.624,11.02,Communication,0.739,0.831,1.02,11,False,0.918,ADMIS,4
587,BAC_1,13.57,15.14,12.1,False,-0.736,G,0.866,1.0,0.731,0.95,0.549,0.134,13.61,Communication,0.845,0.835,3.61,8,False,0.719,ADMIS,4
588,BAC_2,10.67,11.56,9.87,True,-0.399,D,0.96,1.0,0.749,0.059,0.299,0.209,10.7,Agronomie,0.708,0.867,-0.3,9,False,0.88,REORIENTE,3
589,BAC_1,12.84,12.39,12.83,True,-0.005,C,0.051,1.0,0.575,0.723,0.571,0.723,12.69,Communication,0.812,0.84,2.69,8,True,0.797,ADMIS,3
590,BAC_1,14.57,12.26,13.72,False,-0.422,A,0.837,0.934,0.856,1.0,0.494,0.688,13.52,Lettres,0.872,0.886,3.52,5,False,0.813,ADMIS,5
591,BAC_1,15.42,11.2,14.88,False,-0.272,D,0.462,0.311,0.069,1.0,0.44,0.524,13.83,Gestion_Commerce,0.818,0.774,3.83,4,False,0.509,ADMIS,5
592,BAC_2,14.28,14.68,15.92,False,0.82,E,0.786,0.246,0.307,1.0,0.588,0.801,14.96,Gestion_Commerce,0.883,0.808,4.96,9,False,0.675,ADMIS,3
593,BAC_1,11.51,14.51,8.98,True,-1.265,C,1.0,0.193,0.881,0.888,0.511,0.616,11.67,Communication,0.768,0.836,1.67,9,True,0.806,REORIENTE,2
